,Tunnel,Marché,Référence prix,Coefficient,freq_totale,nbr_equipe,Source Cell,Formula Type
1269,La Courneuve,AEV,AEV08,1.0,1.0,4.0,G18,direct
1270,La Courneuve,Automate,AUPR41,1.0,1.0,1.0,G19,direct
1271,La Courneuve,Automate,AUPR42,1.0,1.0,1.0,G20,direct
1272,La Courneuve,Automate,AUPR47,1.0,1.0,0,G21,direct
1273,La Courneuve,Automate,AUPR48,1.0,1.0,0,G22,direct
1274,La Courneuve,PAU/TSE,RAU-PN04,1.0,1.0,1.0,G23,direct
1275,La Courneuve,PAU/TSE,TSE-PN04,1.0,1.0,1.0,G24,direct
1276,La Courneuve,MEC,611,1.0,0.5,1.0,G25,direct
1277,La Courneuve,MEC,616,1.0,0.5,1.0,G26,direct
1278,La Courneuve,MEC,621,1.0,0.0,1.0,G27,direct
1279,La Courneuve,MEC,631,1.0,0.5,1.0,G28,direct
1280,La Courneuve,MEC,636,1.0,0.5,1.0,G29,direct
1281,La Courneuve,MEC,641,1.0,0.0,1.0,G30,direct
1282,La Courneuve,MEC,651,1.0,0.5,1.0,G31,direct
1283,La Courneuve,MEC,656,1.0,0.5,1.0,G32,direct
1284,La Courneuve,MEC,661,1.0,0.0,1.0,G33,direct
1285,La Courneuve,MEC,671,1.0,1.0,1.0,G34,direct
1286,La Courneuve,MEC,401,1.0,0.5,0,G35,direct
1287,La Courneuve,MEC,402,1.0,0.5,0,G36,direct
1288,La Courneuve,Onduleur,ONP001,1.0,1.0,1.0,G37,direct
1289,La Courneuve,Onduleur,ONP002,1.0,1.0,0,G38,direct
1290,La Courneuve,Onduleur,ONP003,1.0,1.0,0,G39,direct
1291,La Courneuve,Onduleur,ONP004,1.0,1.0,0,G40,direct
1292,La Courneuve,Onduleur,ONP005,1.0,0.5,1.0,G41,direct
1293,La Courneuve,Détection,DEP027,1.0,1.0,3.0,G43,direct
1294,La Courneuve,Détection,DEP100,1.0,1.0,1.0,G44,direct
1295,La Courneuve,Détection,DEP200,1.0,1.0,9.0,G45,direct
1296,La Courneuve,Détection,DEP201,1.0,1.0,0,G46,direct
1297,La Courneuve,Détection,DEP202,1.0,1.0,0,G47,direct
1298,La Courneuve,Détection,DEP203,1.0,1.0,0,G48,direct
1299,La Courneuve,Détection,DEP204,1.0,1.0,0,G49,direct
1300,La Courneuve,Détection,DEP205,1.0,1.0,3.0,G50,direct
1301,La Courneuve,Détection,DEP206,1.0,1.0,2.0,G51,direct
1302,La Courneuve,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
1303,La Courneuve,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1304,La Courneuve,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1305,La Courneuve,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1306,La Courneuve,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1307,La Courneuve,Vidéo,VI MP 112,1.0,1.0,1.0,G58,direct
1308,La Courneuve,Vidéo,VI MP 113,1.0,1.0,1.0,G59,direct
1309,La Courneuve,Vidéo,VI MP 312,1.0,2.0,1.0,G60,direct
1310,La Courneuve,Vidéo,VI MP 313,1.0,2.0,1.0,G61,direct
1311,La Courneuve,Vidéo,VI MP 406,1.0,1.0,1.0,G62,direct
1312,La Courneuve,Pompage,INP102,1.0,1.0,1.0,G63,direct
1313,La Courneuve,Pompage,POE600,1.0,1.0,0.0,G65,direct
1314,La Courneuve,Pompage,POE701,1.0,1.0,0,G66,direct
1315,La Courneuve,Pompage,INP500,1.0,1.0,0,G67,direct
1316,La Courneuve,Pompage,INP600,1.0,1.0,0.0,G68,direct
1317,La Courneuve,Pompage,INP700,1.0,1.0,0,G69,direct
1318,La Courneuve,Pompage,INP800,1.0,1.0,0.0,G70,direct
1319,La Courneuve,Pompage,INP900,1.0,1.0,0.0,G71,direct
1320,La Courneuve,Pompage,INP901,1.0,1.0,0,G72,direct
1321,Landy,Bâtiment,VJN003,1.0,6.0,1.0,G3,sum_2
1322,Landy,Bâtiment,VJN004,,,,,
1323,Landy,Bâtiment,VNN003,1.0,6.0,1.0,G4,sum_2
1324,Landy,Bâtiment,VNN004,,,,,
1325,Landy,Bâtiment,MPN003,1.0,1.0,1.0,G5,sum_2
1326,Landy,Bâtiment,MPN004,,,,,
1327,Landy,Propreté,POL011,1.0,2.0,2.0,G6,direct
1328,Landy,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1329,Landy,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1330,Landy,ContReg,CRN101,1.0,1.0,1.0,G9,sum_5
1331,Landy,ContReg,CRN102,,,,,
1332,Landy,ContReg,CRN103,,,,,
1333,Landy,ContReg,CRN104,,,,,
1334,Landy,ContReg,CRN105,,,,,
1335,Landy,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1336,Landy,ContReg,CRC102,1.0,1.0,1.0,G11,direct
1337,Landy,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1338,Landy,Eclairage,ECPN05,1.0,2.0,2.0,G13,direct
1339,Landy,Eclairage,ECPN18,1.0,2.0,2.0,G14,direct
1340,Landy,Eclairage,ECPN64,1.0,0.4,2.0,G15,sum_3
1341,Landy,Eclairage,ECPN65,,,,,
1342,Landy,Eclairage,ECPN66,,,,,
1343,Landy,AEV,AEFN13,1.0,2.0,2.0,G16,direct
1344,Landy,AEV,AEPN23,1.0,2.0,2.0,G17,direct
1345,Landy,AEV,AEV08,1.0,1.0,24.0,G18,direct
1346,Landy,Automate,AUPR39,1.0,1.0,1.0,G19,direct
1347,Landy,Automate,AUPR40,1.0,1.0,1.0,G20,direct
1348,Landy,Automate,AUPR47,1.0,1.0,9.0,G21,direct
1349,Landy,Automate,AUPR48,1.0,1.0,0,G22,direct
1350,Landy,PAU/TSE,RAU-PN01,1.0,1.0,1.0,G23,direct
1351,Landy,PAU/TSE,TSE-PN01,1.0,1.0,1.0,G24,direct
1352,Landy,MEC,610,1.0,0.5,1.0,G25,direct
1353,Landy,MEC,615,1.0,0.5,1.0,G26,direct
1354,Landy,MEC,620,1.0,0.0,1.0,G27,direct
1355,Landy,MEC,630,1.0,0.5,1.0,G28,direct
1356,Landy,MEC,635,1.0,0.5,1.0,G29,direct
1357,Landy,MEC,640,1.0,0.0,1.0,G30,direct
1358,Landy,MEC,650,1.0,0.5,1.0,G31,direct
1359,Landy,MEC,655,1.0,0.5,1.0,G32,direct
1360,Landy,MEC,660,1.0,0.0,1.0,G33,direct
1361,Landy,MEC,670,1.0,1.0,1.0,G34,direct
1362,Landy,MEC,401,1.0,0.5,3.0,G35,direct
1363,Landy,MEC,402,1.0,0.5,3.0,G36,direct
1364,Landy,Onduleur,ONP001,1.0,1.0,1.0,G37,direct
1365,Landy,Onduleur,ONP002,1.0,1.0,2.0,G38,direct
1366,Landy,Onduleur,ONP003,1.0,1.0,0,G39,direct
1367,Landy,Onduleur,ONP004,1.0,1.0,0,G40,direct
1368,Landy,Onduleur,ONP005,1.0,0.5,3.0,G41,direct
1369,Landy,Détection,DEP012,1.0,4.0,2.0,G42,direct
1370,Landy,Détection,DEP027,1.0,1.0,2.0,G43,direct
1371,Landy,Détection,DEP100,1.0,1.0,1.0,G44,direct
1372,Landy,Détection,DEP200,1.0,1.0,52.0,G45,direct
1373,Landy,Détection,DEP201,1.0,1.0,5.0,G46,direct
1374,Landy,Détection,DEP202,1.0,1.0,0,G47,direct
1375,Landy,Détection,DEP203,1.0,1.0,2.0,G48,direct
1376,Landy,Détection,DEP204,1.0,1.0,0,G49,direct
1377,Landy,Détection,DEP205,1.0,1.0,4.0,G50,direct
1378,Landy,Détection,DEP206,1.0,1.0,23.0,G51,direct
1379,Landy,Ventilation,VPN200,1.0,1.0,1.0,G52,direct
1380,Landy,Ventilation,VPT300,1.0,1.0,24.0,G53,direct
1381,Landy,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1382,Landy,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1383,Landy,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1384,Landy,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1385,Landy,Vidéo,VI MP 106,1.0,1.0,1.0,G58,direct
1386,Landy,Vidéo,VI MP 107,1.0,1.0,1.0,G59,direct
1387,Landy,Vidéo,VI MP 306,1.0,2.0,1.0,G60,direct
1388,Landy,Vidéo,VI MP 307,1.0,2.0,1.0,G61,direct
1389,Landy,Vidéo,VI MP 403,1.0,1.0,1.0,G62,direct
1390,Landy,Pompage,INP101,1.0,1.0,1.0,G63,direct
1391,Landy,Pompage,POP101,1.0,3.0,1.0,G64,direct
1392,Landy,Pompage,POE600,1.0,1.0,0.0,G65,direct
1393,Landy,Pompage,POE701,1.0,1.0,7.0,G66,direct
1394,Landy,Pompage,INP500,1.0,1.0,0,G67,direct
1395,Landy,Pompage,INP600,1.0,1.0,0.0,G68,direct
1396,Landy,Pompage,INP700,1.0,1.0,0,G69,direct
1397,Landy,Pompage,INP800,1.0,1.0,0.0,G70,direct
1398,Landy,Pompage,INP900,1.0,1.0,0.0,G71,direct
1399,Landy,Pompage,INP901,1.0,1.0,0,G72,direct
1400,Lumen-Norton,Bâtiment,VJN001,1.0,6.0,0,G3,sum_2
1401,Lumen-Norton,Bâtiment,VJN002,,,,,
1402,Lumen-Norton,Bâtiment,VNN001,1.0,6.0,0,G4,sum_2
1403,Lumen-Norton,Bâtiment,VNN002,,,,,
1404,Lumen-Norton,Bâtiment,MPN001,1.0,1.0,0,G5,sum_2
1405,Lumen-Norton,Bâtiment,MPN002,,,,,
1406,Lumen-Norton,Propreté,POL012,1.0,2.0,1.0,G6,direct
1407,Lumen-Norton,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1408,Lumen-Norton,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1409,Lumen-Norton,ContReg,CRN107,1.0,1.0,1.0,G9,sum_2
1410,Lumen-Norton,ContReg,CRN108,,,,,
1411,Lumen-Norton,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1412,Lumen-Norton,ContReg,CRC102,1.0,1.0,0,G11,direct
1413,Lumen-Norton,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1414,Lumen-Norton,Eclairage,ECPN02,1.0,2.0,2.0,G13,direct
1415,Lumen-Norton,Eclairage,ECPN12,1.0,2.0,2.0,G14,direct
1416,Lumen-Norton,Eclairage,ECPN53,1.0,0.4,2.0,G15,sum_4
1417,Lumen-Norton,Eclairage,ECPN55,,,,,
1418,Lumen-Norton,Eclairage,ECPN57,,,,,
1419,Lumen-Norton,Eclairage,ECPN59,,,,,
1420,Lumen-Norton,AEV,AEFN11,1.0,2.0,2.0,G16,direct
1421,Lumen-Norton,AEV,AEPN21,1.0,2.0,2.0,G17,direct
1422,Lumen-Norton,AEV,AEV08,1.0,1.0,14.0,G18,direct
1423,Lumen-Norton,Automate,AUPR37,1.0,1.0,1.0,G19,direct
1424,Lumen-Norton,Automate,AUPR38,1.0,1.0,1.0,G20,direct
1425,Lumen-Norton,Automate,AUPR47,1.0,1.0,5.0,G21,direct
1426,Lumen-Norton,Automate,AUPR48,1.0,1.0,0,G22,direct
1427,Lumen-Norton,PAU/TSE,RAU-PN03,1.0,1.0,1.0,G23,direct
1428,Lumen-Norton,PAU/TSE,TSE-PN03,1.0,1.0,1.0,G24,direct
1429,Lumen-Norton,MEC,612,0.5,0.5,1.0,G25,div_1
1430,Lumen-Norton,MEC,617,0.5,0.5,1.0,G26,div_1
1431,Lumen-Norton,MEC,622,0.5,0.0,1.0,G27,div_1
1432,Lumen-Norton,MEC,632,0.5,0.5,1.0,G28,div_1
1433,Lumen-Norton,MEC,637,0.5,0.5,1.0,G29,div_1
1434,Lumen-Norton,MEC,642,0.5,0.0,1.0,G30,div_1
1435,Lumen-Norton,MEC,652,0.5,0.5,1.0,G31,div_1
1436,Lumen-Norton,MEC,657,0.5,0.5,1.0,G32,div_1
1437,Lumen-Norton,MEC,662,0.5,0.0,1.0,G33,div_1
1438,Lumen-Norton,MEC,672,0.5,1.0,1.0,G34,div_1
1439,Lumen-Norton,MEC,401,1.0,0.5,4.0,G35,direct
1440,Lumen-Norton,MEC,402,1.0,0.5,4.0,G36,direct
1441,Lumen-Norton,Onduleur,ONP001,1.0,1.0,2.0,G37,direct
1442,Lumen-Norton,Onduleur,ONP002,1.0,1.0,0,G38,direct
1443,Lumen-Norton,Onduleur,ONP003,1.0,1.0,0,G39,direct
1444,Lumen-Norton,Onduleur,ONP004,1.0,1.0,0,G40,direct
1445,Lumen-Norton,Onduleur,ONP005,1.0,0.5,2.0,G41,direct
1446,Lumen-Norton,Détection,DEP013,0.5,4.0,2.0,G42,div_1
1447,Lumen-Norton,Détection,DEP027,1.0,1.0,3.0,G43,direct
1448,Lumen-Norton,Détection,DEP100,1.0,1.0,1.0,G44,direct
1449,Lumen-Norton,Détection,DEP200,1.0,1.0,25.0,G45,direct
1450,Lumen-Norton,Détection,DEP201,1.0,1.0,1.0,G46,direct
1451,Lumen-Norton,Détection,DEP202,1.0,1.0,0,G47,direct
1452,Lumen-Norton,Détection,DEP203,1.0,1.0,0,G48,direct
1453,Lumen-Norton,Détection,DEP204,1.0,1.0,0,G49,direct
1454,Lumen-Norton,Détection,DEP205,1.0,1.0,2.0,G50,direct
1455,Lumen-Norton,Détection,DEP206,1.0,1.0,5.0,G51,direct
1456,Lumen-Norton,Ventilation,VPN201,0.5,1.0,1.0,G52,div_1
1457,Lumen-Norton,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
1458,Lumen-Norton,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1459,Lumen-Norton,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1460,Lumen-Norton,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1461,Lumen-Norton,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1462,Lumen-Norton,Vidéo,VI MP 110,1.0,1.0,1.0,G58,direct
1463,Lumen-Norton,Vidéo,VI MP 111,1.0,1.0,1.0,G59,direct
1464,Lumen-Norton,Vidéo,VI MP 310,1.0,2.0,1.0,G60,direct
1465,Lumen-Norton,Vidéo,VI MP 311,1.0,2.0,1.0,G61,direct
1466,Lumen-Norton,Vidéo,VI MP 405,1.0,1.0,1.0,G62,direct
1467,Lumen-Norton,Pompage,INP103,1.0,1.0,1.0,G63,direct
1468,Lumen-Norton,Pompage,POE600,1.0,1.0,0.0,G65,direct
1469,Lumen-Norton,Pompage,POE701,1.0,1.0,0,G66,direct
1470,Lumen-Norton,Pompage,INP500,1.0,1.0,0,G67,direct
1471,Lumen-Norton,Pompage,INP600,1.0,1.0,0.0,G68,direct
1472,Lumen-Norton,Pompage,INP700,1.0,1.0,0,G69,direct
1473,Lumen-Norton,Pompage,INP800,1.0,1.0,0.0,G70,direct
1474,Lumen-Norton,Pompage,INP900,1.0,1.0,0.0,G71,direct
1475,Lumen-Norton,Pompage,INP901,1.0,1.0,0,G72,direct
1476,Taverny,Bâtiment,VJN005,1.0,6.0,2.0,G3,direct
1477,Taverny,Bâtiment,VNN005,1.0,6.0,2.0,G4,direct
1478,Taverny,Bâtiment,MPN005,1.0,1.0,2.0,G5,direct
1479,Taverny,Propreté,POL010,1.0,2.0,2.0,G6,direct
1480,Taverny,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1481,Taverny,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1482,Taverny,ContReg,CRN114,1.0,1.0,1.0,G9,direct
1483,Taverny,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1484,Taverny,ContReg,CRC102,1.0,1.0,0,G11,direct
1485,Taverny,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1486,Taverny,Eclairage,ECPN06,1.0,2.0,2.0,G13,direct
1487,Taverny,Eclairage,ECPN20,1.0,2.0,2.0,G14,direct
1488,Taverny,Eclairage,ECPN67,1.0,0.4,2.0,G15,sum_3
1489,Taverny,Eclairage,ECPN68,,,,,
1490,Taverny,Eclairage,ECPN69,,,,,
1491,Taverny,AEV,AEFN14,1.0,2.0,2.0,G16,direct
1492,Taverny,AEV,AEPN24,1.0,2.0,2.0,G17,direct
1493,Taverny,AEV,AEV08,1.0,1.0,8.0,G18,direct
1494,Taverny,Automate,AUPR43,1.0,1.0,1.0,G19,direct
1495,Taverny,Automate,AUPR44,1.0,1.0,1.0,G20,direct
1496,Taverny,Automate,AUPR47,1.0,1.0,7.0,G21,direct
1497,Taverny,Automate,AUPR48,1.0,1.0,0,G22,direct
1498,Taverny,PAU/TSE,RAU-PN02,1.0,1.0,1.0,G23,direct
1499,Taverny,PAU/TSE,TSE-PN02,1.0,1.0,1.0,G24,direct
1500,Taverny,MEC,613,1.0,0.5,1.0,G25,direct
1501,Taverny,MEC,618,1.0,0.5,1.0,G26,direct
1502,Taverny,MEC,623,1.0,0.0,1.0,G27,direct
1503,Taverny,MEC,633,1.0,0.5,1.0,G28,direct
1504,Taverny,MEC,638,1.0,0.5,1.0,G29,direct
1505,Taverny,MEC,643,1.0,0.0,1.0,G30,direct
1506,Taverny,MEC,653,1.0,0.5,1.0,G31,direct
1507,Taverny,MEC,658,1.0,0.5,1.0,G32,direct
1508,Taverny,MEC,663,1.0,0.0,1.0,G33,direct
1509,Taverny,MEC,673,1.0,1.0,1.0,G34,direct
1510,Taverny,MEC,401,1.0,0.5,2.0,G35,direct
1511,Taverny,MEC,402,1.0,0.5,2.0,G36,direct
1512,Taverny,Onduleur,ONP001,1.0,1.0,1.0,G37,direct
1513,Taverny,Onduleur,ONP002,1.0,1.0,0,G38,direct
1514,Taverny,Onduleur,ONP003,1.0,1.0,0,G39,direct
1515,Taverny,Onduleur,ONP004,1.0,1.0,0,G40,direct
1516,Taverny,Onduleur,ONP005,1.0,0.5,1.0,G41,direct
1517,Taverny,Détection,DEP011,1.0,4.0,2.0,G42,direct
1518,Taverny,Détection,DEP027,1.0,1.0,2.0,G43,direct
1519,Taverny,Détection,DEP100,1.0,1.0,1.0,G44,direct
1520,Taverny,Détection,DEP200,1.0,1.0,16.0,G45,direct
1521,Taverny,Détection,DEP201,1.0,1.0,0,G46,direct
1522,Taverny,Détection,DEP202,1.0,1.0,0,G47,direct
1523,Taverny,Détection,DEP203,1.0,1.0,0,G48,direct
1524,Taverny,Détection,DEP204,1.0,1.0,0,G49,direct
1525,Taverny,Détection,DEP205,1.0,1.0,8.0,G50,direct
1526,Taverny,Détection,DEP206,1.0,1.0,0,G51,direct
1527,Taverny,Ventilation,VPN202,1.0,1.0,1.0,G52,direct
1528,Taverny,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
1529,Taverny,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1530,Taverny,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1531,Taverny,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1532,Taverny,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1533,Taverny,Vidéo,VI MP 114,1.0,1.0,1.0,G58,direct
1534,Taverny,Vidéo,VI MP 115,1.0,1.0,1.0,G59,direct
1535,Taverny,Vidéo,VI MP 314,1.0,2.0,1.0,G60,direct
1536,Taverny,Vidéo,VI MP 315,1.0,2.0,1.0,G61,direct
1537,Taverny,Vidéo,VI MP 407,1.0,1.0,1.0,G62,direct
1538,Taverny,Pompage,INP104,1.0,1.0,1.0,G63,direct
1539,Taverny,Pompage,POE600,1.0,1.0,0.0,G65,direct
1540,Taverny,Pompage,POE701,1.0,1.0,0,G66,direct
1541,Taverny,Pompage,INP500,1.0,1.0,0,G67,direct
1542,Taverny,Pompage,INP600,1.0,1.0,0.0,G68,direct
1543,Taverny,Pompage,INP700,1.0,1.0,0,G69,direct
1544,Taverny,Pompage,INP800,1.0,1.0,0.0,G70,direct
1545,Taverny,Pompage,INP900,1.0,1.0,0.0,G71,direct
1546,Taverny,Pompage,INP901,1.0,1.0,0,G72,direct
1547,Antony,Bâtiment,VJS003,0.5,6.0,2.0,G3,div_2
1548,Antony,Bâtiment,VJS004,,,,,
1549,Antony,Bâtiment,VNS003,0.5,6.0,2.0,G4,div_2
1550,Antony,Bâtiment,VNS004,,,,,
1551,Antony,Bâtiment,MPS003,0.5,1.0,2.0,G5,div_2
1552,Antony,Bâtiment,MPS004,,,,,
1553,Antony,Propreté,POL017,0.5,2.0,2.0,G6,div_1
1554,Antony,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1555,Antony,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1556,Antony,ContReg,CRS101,1.0,1.0,1.0,G9,sum_4
1557,Antony,ContReg,CRS102,,,,,
1558,Antony,ContReg,CRS103,,,,,
1559,Antony,ContReg,CRS104,,,,,
1560,Antony,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1561,Antony,ContReg,CRC102,1.0,1.0,4.0,G11,direct
1562,Antony,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1563,Antony,Eclairage,ECPS02,1.0,2.0,2.0,G13,direct
1564,Antony,Eclairage,ECPS12,1.0,2.0,2.0,G14,direct
1565,Antony,Eclairage,ECPS53,1.0,0.4,2.0,G15,sum_3
1566,Antony,Eclairage,ECPS54,,,,,
1567,Antony,Eclairage,ECPS55,,,,,
1568,Antony,AEV,AEFS11,1.0,2.0,2.0,G16,direct
1569,Antony,AEV,AEPS21,1.0,2.0,2.0,G17,direct
1570,Antony,AEV,AEV08,1.0,1.0,10.0,G18,direct
1571,Antony,Automate,AUPR21,0.5,1.0,1.0,G19,div_1
1572,Antony,Automate,AUPR22,0.5,1.0,1.0,G20,div_1
1573,Antony,Automate,AUPR47,1.0,1.0,5.0,G21,direct
1574,Antony,Automate,AUPR48,1.0,1.0,2.0,G22,direct
1575,Antony,PAU/TSE,RAU-PS01,0.5,1.0,1.0,G23,div_1
1576,Antony,PAU/TSE,TSE-PS01,0.5,1.0,1.0,G24,div_1
1577,Antony,MEC,810,1.0,0.5,1.0,G25,direct
1578,Antony,MEC,815,1.0,0.5,1.0,G26,direct
1579,Antony,MEC,820,1.0,0.0,1.0,G27,direct
1580,Antony,MEC,830,1.0,0.5,1.0,G28,direct
1581,Antony,MEC,835,1.0,0.5,1.0,G29,direct
1582,Antony,MEC,840,1.0,0.0,1.0,G30,direct
1583,Antony,MEC,850,1.0,0.5,1.0,G31,direct
1584,Antony,MEC,855,1.0,0.5,1.0,G32,direct
1585,Antony,MEC,860,1.0,0.0,1.0,G33,direct
1586,Antony,MEC,870,1.0,1.0,1.0,G34,direct
1587,Antony,MEC,401,1.0,0.5,2.0,G35,direct
1588,Antony,MEC,402,1.0,0.5,2.0,G36,direct
