,Tunnel,Marché,Référence prix,Coefficient,freq_totale,nbr_equipe,Source Cell,Formula Type
1589,Antony,Onduleur,ONP001,1.0,1.0,1.0,G37,direct
1590,Antony,Onduleur,ONP002,1.0,1.0,1.0,G38,direct
1591,Antony,Onduleur,ONP003,1.0,1.0,0,G39,direct
1592,Antony,Onduleur,ONP004,1.0,1.0,4.0,G40,direct
1593,Antony,Onduleur,ONP005,1.0,0.5,2.0,G41,direct
1594,Antony,Détection,DEP018,0.5,4.0,2.0,G42,div_1
1595,Antony,Détection,DEP027,1.0,1.0,2.0,G43,direct
1596,Antony,Détection,DEP101,1.0,1.0,1.0,G44,direct
1597,Antony,Détection,DEP200,1.0,1.0,46.0,G45,direct
1598,Antony,Détection,DEP201,1.0,1.0,2.0,G46,direct
1599,Antony,Détection,DEP202,1.0,1.0,0,G47,direct
1600,Antony,Détection,DEP203,1.0,1.0,0,G48,direct
1601,Antony,Détection,DEP204,1.0,1.0,0,G49,direct
1602,Antony,Détection,DEP205,1.0,1.0,10.0,G50,direct
1603,Antony,Détection,DEP206,1.0,1.0,15.0,G51,direct
1604,Antony,Ventilation,VPS200,1.0,1.0,1.0,G52,direct
1605,Antony,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
1606,Antony,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1607,Antony,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1608,Antony,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1609,Antony,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1610,Antony,Vidéo,VI MP 136,1.0,1.0,1.0,G58,direct
1611,Antony,Vidéo,VI MP 137,1.0,1.0,1.0,G59,direct
1612,Antony,Vidéo,VI MP 336,1.0,2.0,1.0,G60,direct
1613,Antony,Vidéo,VI MP 337,1.0,2.0,1.0,G61,direct
1614,Antony,Vidéo,VI MP 418,1.0,1.0,1.0,G62,direct
1615,Antony,Pompage,INP401,1.0,1.0,1.0,G63,direct
1616,Antony,Pompage,POE401,1.0,3.0,1.0,G64,direct
1617,Antony,Pompage,POE600,1.0,1.0,0.0,G65,direct
1618,Antony,Pompage,POE401,1.0,1.0,1.0,G66,direct
1619,Antony,Pompage,INP500,1.0,1.0,0,G67,direct
1620,Antony,Pompage,INP600,1.0,1.0,0.0,G68,direct
1621,Antony,Pompage,INP700,1.0,1.0,0,G69,direct
1622,Antony,Pompage,INP800,1.0,1.0,0.0,G70,direct
1623,Antony,Pompage,INP900,1.0,1.0,0.0,G71,direct
1624,Antony,Pompage,INP901,1.0,1.0,1.0,G72,direct
1625,Fresnes,Bâtiment,VJS003,0.5,6.0,2.0,G3,div_2
1626,Fresnes,Bâtiment,VJS004,,,,,
1627,Fresnes,Bâtiment,VNS003,0.5,6.0,2.0,G4,div_2
1628,Fresnes,Bâtiment,VNS004,,,,,
1629,Fresnes,Bâtiment,MPS003,0.5,1.0,2.0,G5,div_2
1630,Fresnes,Bâtiment,MPS004,,,,,
1631,Fresnes,Propreté,POL017,0.5,2.0,2.0,G6,div_1
1632,Fresnes,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1633,Fresnes,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1634,Fresnes,ContReg,,0,1.0,1.0,G9,unknown
1635,Fresnes,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1636,Fresnes,ContReg,CRC102,1.0,1.0,1.0,G11,direct
1637,Fresnes,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1638,Fresnes,Eclairage,ECPS04,1.0,2.0,2.0,G13,direct
1639,Fresnes,Eclairage,ECPS16,1.0,2.0,2.0,G14,direct
1640,Fresnes,Eclairage,ECPS59,1.0,0.4,2.0,G15,sum_3
1641,Fresnes,Eclairage,ECPS60,,,,,
1642,Fresnes,Eclairage,ECPS61,,,,,
1643,Fresnes,AEV,AEFS13,1.0,2.0,2.0,G16,direct
1644,Fresnes,AEV,AEPS23,1.0,2.0,2.0,G17,direct
1645,Fresnes,AEV,AEV08,1.0,1.0,9.0,G18,direct
1646,Fresnes,Automate,AUPR21,0.5,1.0,1.0,G19,div_1
1647,Fresnes,Automate,AUPR22,0.5,1.0,1.0,G20,div_1
1648,Fresnes,Automate,AUPR47,1.0,1.0,2.0,G21,direct
1649,Fresnes,Automate,AUPR48,1.0,1.0,7.0,G22,direct
1650,Fresnes,PAU/TSE,RAU-PS01,0.5,1.0,1.0,G23,div_1
1651,Fresnes,PAU/TSE,TSE-PS01,0.5,1.0,1.0,G24,div_1
1652,Fresnes,MEC,811,1.0,0.5,1.0,G25,direct
1653,Fresnes,MEC,816,1.0,0.5,1.0,G26,direct
1654,Fresnes,MEC,821,1.0,0.0,1.0,G27,direct
1655,Fresnes,MEC,831,1.0,0.5,1.0,G28,direct
1656,Fresnes,MEC,836,1.0,0.5,1.0,G29,direct
1657,Fresnes,MEC,841,1.0,0.0,1.0,G30,direct
1658,Fresnes,MEC,851,1.0,0.5,1.0,G31,direct
1659,Fresnes,MEC,856,1.0,0.5,1.0,G32,direct
1660,Fresnes,MEC,861,1.0,0.0,1.0,G33,direct
1661,Fresnes,MEC,871,1.0,1.0,1.0,G34,direct
1662,Fresnes,MEC,401,1.0,0.5,2.0,G35,direct
1663,Fresnes,MEC,402,1.0,0.5,2.0,G36,direct
1664,Fresnes,Onduleur,ONP001,1.0,1.0,0,G37,direct
1665,Fresnes,Onduleur,ONP002,1.0,1.0,1.0,G38,direct
1666,Fresnes,Onduleur,ONP003,1.0,1.0,0,G39,direct
1667,Fresnes,Onduleur,ONP004,1.0,1.0,0,G40,direct
1668,Fresnes,Onduleur,ONP005,1.0,0.5,1.0,G41,direct
1669,Fresnes,Détection,DEP018,0.5,4.0,2.0,G42,div_1
1670,Fresnes,Détection,DEP027,1.0,1.0,4.0,G43,direct
1671,Fresnes,Détection,DEP100,1.0,1.0,1.0,G44,direct
1672,Fresnes,Détection,DEP200,1.0,1.0,26.0,G45,direct
1673,Fresnes,Détection,DEP201,1.0,1.0,0,G46,direct
1674,Fresnes,Détection,DEP202,1.0,1.0,0,G47,direct
1675,Fresnes,Détection,DEP203,1.0,1.0,0,G48,direct
1676,Fresnes,Détection,DEP204,1.0,1.0,0,G49,direct
1677,Fresnes,Détection,DEP205,1.0,1.0,5.0,G50,direct
1678,Fresnes,Détection,DEP206,1.0,1.0,6.0,G51,direct
1679,Fresnes,Ventilation,VPS201,1.0,1.0,1.0,G52,direct
1680,Fresnes,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
1681,Fresnes,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1682,Fresnes,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1683,Fresnes,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1684,Fresnes,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1685,Fresnes,Vidéo,VI MP 138,1.0,1.0,1.0,G58,direct
1686,Fresnes,Vidéo,VI MP 139,1.0,1.0,1.0,G59,direct
1687,Fresnes,Vidéo,VI MP 338,1.0,2.0,1.0,G60,direct
1688,Fresnes,Vidéo,VI MP 339,1.0,2.0,1.0,G61,direct
1689,Fresnes,Vidéo,VI MP 419,1.0,1.0,1.0,G62,direct
1690,Fresnes,Pompage,INP402,1.0,1.0,1.0,G63,direct
1691,Fresnes,Pompage,POP402,1.0,3.0,1.0,G64,direct
1692,Fresnes,Pompage,POE600,1.0,1.0,0.0,G65,direct
1693,Fresnes,Pompage,POE402,1.0,1.0,1.0,G66,direct
1694,Fresnes,Pompage,INP500,1.0,1.0,0,G67,direct
1695,Fresnes,Pompage,INP600,1.0,1.0,0.0,G68,direct
1696,Fresnes,Pompage,INP700,1.0,1.0,0,G69,direct
1697,Fresnes,Pompage,INP800,1.0,1.0,0.0,G70,direct
1698,Fresnes,Pompage,INP900,1.0,1.0,0.0,G71,direct
1699,Fresnes,Pompage,INP901,1.0,1.0,0,G72,direct
1700,Bicêtre,Bâtiment,VJS001,0.5,6.0,2.0,G3,div_2
1701,Bicêtre,Bâtiment,VJS002,,,,,
1702,Bicêtre,Bâtiment,VNS001,0.5,6.0,2.0,G4,div_2
1703,Bicêtre,Bâtiment,VNS002,,,,,
1704,Bicêtre,Bâtiment,MPS001,0.5,1.0,2.0,G5,div_2
1705,Bicêtre,Bâtiment,MPS002,,,,,
1706,Bicêtre,Propreté,POL018,1.0,2.0,2.0,G6,direct
1707,Bicêtre,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1708,Bicêtre,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1709,Bicêtre,ContReg,CRS107,1.0,1.0,1.0,G9,sum_2
1710,Bicêtre,ContReg,CRS108,,,,,
1711,Bicêtre,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1712,Bicêtre,ContReg,CRC102,1.0,1.0,0,G11,direct
1713,Bicêtre,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1714,Bicêtre,Eclairage,ECPS01,1.0,2.0,2.0,G13,direct
1715,Bicêtre,Eclairage,ECPS10,1.0,2.0,2.0,G14,direct
1716,Bicêtre,Eclairage,ECPS50,1.0,0.4,2.0,G15,sum_3
1717,Bicêtre,Eclairage,ECPS51,,,,,
1718,Bicêtre,Eclairage,ECPS52,,,,,
1719,Bicêtre,AEV,AEFS10,1.0,2.0,2.0,G16,direct
1720,Bicêtre,AEV,AEPS20,1.0,2.0,2.0,G17,direct
1721,Bicêtre,AEV,AEV08,1.0,1.0,22.0,G18,direct
1722,Bicêtre,Automate,AUPR23,0.5,1.0,1.0,G19,div_1
1723,Bicêtre,Automate,AUPR24,0.5,1.0,1.0,G20,div_1
1724,Bicêtre,Automate,AUPR47,1.0,1.0,3.0,G21,direct
1725,Bicêtre,Automate,AUPR48,1.0,1.0,0,G22,direct
1726,Bicêtre,PAU/TSE,RAU-PS02,0.5,1.0,1.0,G23,div_1
1727,Bicêtre,PAU/TSE,TSE-PS02,0.5,1.0,1.0,G24,div_1
1728,Bicêtre,MEC,812,0.5,0.5,1.0,G25,div_1
1729,Bicêtre,MEC,817,0.5,0.5,1.0,G26,div_1
1730,Bicêtre,MEC,822,0.5,0.0,1.0,G27,div_1
1731,Bicêtre,MEC,832,0.5,0.5,1.0,G28,div_1
1732,Bicêtre,MEC,837,0.5,0.5,1.0,G29,div_1
1733,Bicêtre,MEC,842,0.5,0.0,1.0,G30,div_1
1734,Bicêtre,MEC,852,0.5,0.5,1.0,G31,div_1
1735,Bicêtre,MEC,857,0.5,0.5,1.0,G32,div_1
1736,Bicêtre,MEC,862,0.5,0.0,1.0,G33,div_1
1737,Bicêtre,MEC,872,0.5,1.0,1.0,G34,div_1
1738,Bicêtre,MEC,401,1.0,0.5,2.0,G35,direct
1739,Bicêtre,MEC,402,1.0,0.5,2.0,G36,direct
1740,Bicêtre,Onduleur,ONP001,1.0,1.0,0,G37,direct
1741,Bicêtre,Onduleur,ONP002,1.0,1.0,2.0,G38,direct
1742,Bicêtre,Onduleur,ONP003,1.0,1.0,0,G39,direct
1743,Bicêtre,Onduleur,ONP004,1.0,1.0,0,G40,direct
1744,Bicêtre,Onduleur,ONP005,1.0,0.5,2.0,G41,direct
1745,Bicêtre,Détection,DEP019,1.0,4.0,2.0,G42,direct
1746,Bicêtre,Détection,DEP027,1.0,1.0,4.0,G43,direct
1747,Bicêtre,Détection,DEP100,1.0,1.0,1.0,G44,direct
1748,Bicêtre,Détection,DEP200,1.0,1.0,44.0,G45,direct
1749,Bicêtre,Détection,DEP201,1.0,1.0,45.0,G46,direct
1750,Bicêtre,Détection,DEP202,1.0,1.0,3.0,G47,direct
1751,Bicêtre,Détection,DEP203,1.0,1.0,0,G48,direct
1752,Bicêtre,Détection,DEP204,1.0,1.0,0,G49,direct
1753,Bicêtre,Détection,DEP205,1.0,1.0,0,G50,direct
1754,Bicêtre,Détection,DEP206,1.0,1.0,2.0,G51,direct
1755,Bicêtre,Ventilation,VPS202,1.0,1.0,1.0,G52,direct
1756,Bicêtre,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
1757,Bicêtre,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1758,Bicêtre,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1759,Bicêtre,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1760,Bicêtre,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1761,Bicêtre,Vidéo,VI MP 140,0.5,1.0,1.0,G58,div_1
1762,Bicêtre,Vidéo,VI MP 141,0.5,1.0,1.0,G59,div_1
1763,Bicêtre,Vidéo,VI MP 340,0.5,2.0,1.0,G60,div_1
1764,Bicêtre,Vidéo,VI MP 341,0.5,2.0,1.0,G61,div_1
1765,Bicêtre,Vidéo,VI MP 420,0.5,1.0,1.0,G62,div_1
1766,Bicêtre,Pompage,INP405,1.0,1.0,1.0,G63,direct
1767,Bicêtre,Pompage,POP403,1.0,3.0,1.0,G64,sum_2
1768,Bicêtre,Pompage,POP404,,,,,
1769,Bicêtre,Pompage,POE600,1.0,1.0,0.0,G65,direct
1770,Bicêtre,Pompage,POP403,1.0,1.0,2.0,G66,sum_2
1771,Bicêtre,Pompage,POP404,,,,,
1772,Bicêtre,Pompage,INP500,1.0,1.0,0,G67,direct
1773,Bicêtre,Pompage,INP600,1.0,1.0,0.0,G68,direct
1774,Bicêtre,Pompage,INP700,1.0,1.0,12.0,G69,direct
1775,Bicêtre,Pompage,INP800,1.0,1.0,0.0,G70,direct
1776,Bicêtre,Pompage,INP900,1.0,1.0,0.0,G71,direct
1777,Bicêtre,Pompage,INP901,1.0,1.0,0,G72,direct
1778,Italie,Bâtiment,VJS001,0.5,6.0,1.0,G3,div_2
1779,Italie,Bâtiment,VJS002,,,,,
1780,Italie,Bâtiment,VNS001,0.5,6.0,1.0,G4,div_2
1781,Italie,Bâtiment,VNS002,,,,,
1782,Italie,Bâtiment,MPS001,0.5,1.0,1.0,G5,div_2
1783,Italie,Bâtiment,MPS002,,,,,
1784,Italie,Propreté,POL019,1.0,2.0,2.0,G6,direct
1785,Italie,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1786,Italie,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1787,Italie,ContReg,CRS109,1.0,1.0,1.0,G9,direct
1788,Italie,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1789,Italie,ContReg,CRC102,1.0,1.0,0,G11,direct
1790,Italie,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1791,Italie,Eclairage,ECPS05,1.0,2.0,2.0,G13,direct
1792,Italie,Eclairage,ECPS18,1.0,2.0,2.0,G14,direct
1793,Italie,Eclairage,ECPS62,1.0,0.4,2.0,G15,sum_3
1794,Italie,Eclairage,ECPS63,,,,,
1795,Italie,Eclairage,ECPS64,,,,,
1796,Italie,AEV,AEFS14,1.0,2.0,2.0,G16,direct
1797,Italie,AEV,AEPS24,1.0,2.0,2.0,G17,direct
1798,Italie,AEV,AEV08,1.0,1.0,6.0,G18,direct
1799,Italie,Automate,AUPR23,0.5,1.0,1.0,G19,div_1
1800,Italie,Automate,AUPR24,0.5,1.0,1.0,G20,div_1
1801,Italie,Automate,AUPR47,1.0,1.0,1.0,G21,direct
1802,Italie,Automate,AUPR48,1.0,1.0,0,G22,direct
1803,Italie,PAU/TSE,RAU-PS02,0.5,1.0,1.0,G23,div_1
1804,Italie,PAU/TSE,TSE-PS02,0.5,1.0,1.0,G24,div_1
1805,Italie,MEC,812,0.5,0.5,1.0,G25,div_1
1806,Italie,MEC,817,0.5,0.5,1.0,G26,div_1
1807,Italie,MEC,822,0.5,0.0,1.0,G27,div_1
1808,Italie,MEC,832,0.5,0.5,1.0,G28,div_1
1809,Italie,MEC,837,0.5,0.5,1.0,G29,div_1
1810,Italie,MEC,842,0.5,0.0,1.0,G30,div_1
1811,Italie,MEC,852,0.5,0.5,1.0,G31,div_1
1812,Italie,MEC,857,0.5,0.5,1.0,G32,div_1
1813,Italie,MEC,862,0.5,0.0,1.0,G33,div_1
1814,Italie,MEC,872,0.5,1.0,1.0,G34,div_1
1815,Italie,MEC,401,1.0,0.5,1.0,G35,direct
1816,Italie,MEC,402,1.0,0.5,1.0,G36,direct
1817,Italie,Onduleur,ONP001,1.0,1.0,0,G37,direct
1818,Italie,Onduleur,ONP002,1.0,1.0,1.0,G38,direct
1819,Italie,Onduleur,ONP003,1.0,1.0,0,G39,direct
1820,Italie,Onduleur,ONP004,1.0,1.0,0,G40,direct
1821,Italie,Onduleur,ONP005,1.0,0.5,1.0,G41,direct
1822,Italie,Détection,DEP020,1.0,4.0,1.0,G42,direct
1823,Italie,Détection,DEP027,1.0,1.0,3.0,G43,direct
1824,Italie,Détection,DEP100,1.0,1.0,1.0,G44,direct
1825,Italie,Détection,DEP200,1.0,1.0,17.0,G45,direct
1826,Italie,Détection,DEP201,1.0,1.0,2.0,G46,direct
1827,Italie,Détection,DEP202,1.0,1.0,0,G47,direct
1828,Italie,Détection,DEP203,1.0,1.0,0,G48,direct
1829,Italie,Détection,DEP204,1.0,1.0,0,G49,direct
1830,Italie,Détection,DEP205,1.0,1.0,0,G50,direct
1831,Italie,Détection,DEP206,1.0,1.0,10.0,G51,direct
1832,Italie,Ventilation,VPT300,1.0,1.0,0.0,G53,direct
1833,Italie,Ventilation,VPT301,1.0,1.0,0.0,G54,direct
1834,Italie,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1835,Italie,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1836,Italie,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1837,Italie,Vidéo,VI MP 140,0.5,1.0,1.0,G58,div_1
1838,Italie,Vidéo,VI MP 141,0.5,1.0,1.0,G59,div_1
1839,Italie,Vidéo,VI MP 340,0.5,2.0,1.0,G60,div_1
1840,Italie,Vidéo,VI MP 341,0.5,2.0,1.0,G61,div_1
1841,Italie,Vidéo,VI MP 420,0.5,1.0,1.0,G62,div_1
1842,Italie,Pompage,INP404,1.0,1.0,1.0,G63,direct
1843,Italie,Pompage,POE600,1.0,1.0,0.0,G65,direct
1844,Italie,Pompage,INP500,1.0,1.0,0,G67,direct
1845,Italie,Pompage,INP600,1.0,1.0,0.0,G68,direct
1846,Italie,Pompage,INP700,1.0,1.0,5.0,G69,direct
1847,Italie,Pompage,INP800,1.0,1.0,0.0,G70,direct
1848,Italie,Pompage,INP900,1.0,1.0,0.0,G71,direct
1849,Italie,Pompage,INP901,1.0,1.0,0,G72,direct
1850,Orly,Bâtiment,VJS005,1.0,6.0,1.0,G3,direct
1851,Orly,Bâtiment,VNS005,1.0,6.0,1.0,G4,direct
1852,Orly,Bâtiment,MPS005,1.0,1.0,1.0,G5,direct
1853,Orly,Propreté,POL020,1.0,2.0,2.0,G6,direct
1854,Orly,ContReg,CRC106,1.0,1.0,1.0,G7,direct
1855,Orly,ContReg,CRC107,1.0,0.5,1.0,G8,direct
1856,Orly,ContReg,CRS110,1.0,1.0,1.0,G9,direct
1857,Orly,ContReg,CRC101,1.0,1.0,0.0,G10,direct
1858,Orly,ContReg,CRC102,1.0,1.0,0,G11,direct
1859,Orly,ContReg,CRC103,1.0,1.0,0.0,G12,direct
1860,Orly,Eclairage,ECPS03,1.0,2.0,2.0,G13,direct
1861,Orly,Eclairage,ECPS14,1.0,2.0,2.0,G14,direct
1862,Orly,Eclairage,ECPS56,1.0,0.4,2.0,G15,sum_3
1863,Orly,Eclairage,ECPS57,,,,,
1864,Orly,Eclairage,ECPS58,,,,,
1865,Orly,AEV,ECPS10,1.0,2.0,2.0,G16,direct
1866,Orly,AEV,ECPS12,1.0,2.0,2.0,G17,direct
1867,Orly,AEV,AEV08,1.0,1.0,12.0,G18,direct
1868,Orly,Automate,AUPR25,1.0,1.0,1.0,G19,direct
1869,Orly,Automate,AUPR02,1.0,1.0,1.0,G20,direct
1870,Orly,Automate,AUPR03,1.0,1.0,0,G21,direct
1871,Orly,Automate,AUPR48,1.0,1.0,0,G22,direct
1872,Orly,PAU/TSE,RAU-PS03,1.0,1.0,1.0,G23,direct
1873,Orly,PAU/TSE,TSE-PS03,1.0,1.0,1.0,G24,direct
1874,Orly,MEC,813,1.0,0.5,1.0,G25,direct
1875,Orly,MEC,818,1.0,0.5,1.0,G26,direct
1876,Orly,MEC,823,1.0,0.0,1.0,G27,direct
1877,Orly,MEC,833,1.0,0.5,1.0,G28,direct
1878,Orly,MEC,838,1.0,0.5,1.0,G29,direct
1879,Orly,MEC,843,1.0,0.0,1.0,G30,direct
1880,Orly,MEC,853,1.0,0.5,1.0,G31,direct
1881,Orly,MEC,858,1.0,0.5,1.0,G32,direct
1882,Orly,MEC,863,1.0,0.0,1.0,G33,direct
1883,Orly,MEC,873,1.0,1.0,1.0,G34,direct
1884,Orly,MEC,401,1.0,0.5,2.0,G35,direct
1885,Orly,MEC,402,1.0,0.5,2.0,G36,direct
1886,Orly,Onduleur,ONP001,1.0,1.0,0,G37,direct
1887,Orly,Onduleur,ONP002,1.0,1.0,1.0,G38,direct
1888,Orly,Onduleur,ONP003,1.0,1.0,0,G39,direct
1889,Orly,Onduleur,ONP004,1.0,1.0,0,G40,direct
1890,Orly,Onduleur,ONP005,1.0,0.5,1.0,G41,direct
1891,Orly,Détection,DEP021,1.0,4.0,1.0,G42,direct
1892,Orly,Détection,DEP027,1.0,1.0,3.0,G43,direct
1893,Orly,Détection,DEP100,1.0,1.0,1.0,G44,direct
1894,Orly,Détection,DEP200,1.0,1.0,0,G45,direct
1895,Orly,Détection,DEP201,1.0,1.0,0,G46,direct
1896,Orly,Détection,DEP202,1.0,1.0,0,G47,direct
1897,Orly,Détection,DEP203,1.0,1.0,20.0,G48,direct
1898,Orly,Détection,DEP204,1.0,1.0,0,G49,direct
1899,Orly,Détection,DEP205,1.0,1.0,0,G50,direct
1900,Orly,Détection,DEP206,1.0,1.0,11.0,G51,direct
1901,Orly,Ventilation,VPT300,1.0,1.0,12.0,G53,direct
1902,Orly,Ventilation,VPT301,1.0,1.0,9.0,G54,direct
1903,Orly,Ventilation,VPT302,1.0,1.0,0.0,G55,direct
1904,Orly,Ventilation,VPT304,1.0,1.0,0.0,G56,direct
1905,Orly,Ventilation,VPT305,1.0,1.0,0.0,G57,direct
1906,Orly,Vidéo,VI MP 142,1.0,1.0,1.0,G58,direct
1907,Orly,Vidéo,VI MP 143,1.0,1.0,1.0,G59,direct
1908,Orly,Vidéo,VI MP 342,1.0,2.0,1.0,G60,direct
1909,Orly,Vidéo,VI MP 343,1.0,2.0,1.0,G61,direct
1910,Orly,Vidéo,VI MP 421,1.0,1.0,1.0,G62,direct
1911,Orly,Pompage,INP403,1.0,1.0,1.0,G63,direct
1912,Orly,Pompage,POE600,1.0,1.0,0.0,G65,direct
1913,Orly,Pompage,POE701,1.0,1.0,0,G66,direct
1914,Orly,Pompage,INP500,1.0,1.0,0,G67,direct
1915,Orly,Pompage,INP600,1.0,1.0,0.0,G68,direct
1916,Orly,Pompage,INP700,1.0,1.0,9.0,G69,direct
1917,Orly,Pompage,INP800,1.0,1.0,0.0,G70,direct
1918,Orly,Pompage,INP900,1.0,1.0,0.0,G71,direct
1919,Orly,Pompage,INP901,1.0,1.0,0,G72,direct
